,game_pk,game_date,game_year,batter,pitcher,home_team,away_team,stand,p_throws,pitch_type,pitch_name,events,description,type,launch_speed,at_bat_number,pitch_number,inning,inning_topbot,outs_when_up,bat_score,fld_score,post_bat_score,post_fld_score
969,777333,2025-06-28,2025,645277,666200,ATL,PHI,R,L,ST,Sweeper,0,called_strike,S,0.0,24,1,3,Bot,1,2,0,2,0
989,777333,2025-06-28,2025,663586,666200,ATL,PHI,R,L,FF,4-Seam Fastball,strikeout,swinging_strike,S,0.0,23,5,3,Bot,0,2,0,2,0
1029,777333,2025-06-28,2025,663586,666200,ATL,PHI,R,L,SL,Slider,0,blocked_ball,B,0.0,23,4,3,Bot,0,2,0,2,0
1055,777333,2025-06-28,2025,663586,666200,ATL,PHI,R,L,SL,Slider,0,swinging_strike,S,0.0,23,3,3,Bot,0,2,0,2,0
1086,777333,2025-06-28,2025,663586,666200,ATL,PHI,R,L,CH,Changeup,0,ball,B,0.0,23,2,3,Bot,0,2,0,2,0
1119,777333,2025-06-28,2025,663586,666200,ATL,PHI,R,L,CH,Changeup,0,called_strike,S,0.0,23,1,3,Bot,0,2,0,2,0
1132,777333,2025-06-28,2025,542303,666200,ATL,PHI,R,L,FF,4-Seam Fastball,single,hit_into_play,X,106.9,22,4,3,Bot,0,2,0,2,0
1179,777333,2025-06-28,2025,542303,666200,ATL,PHI,R,L,SL,Slider,0,ball,B,0.0,22,3,3,Bot,0,2,0,2,0
1209,777333,2025-06-28,2025,542303,666200,ATL,PHI,R,L,FF,4-Seam Fastball,0,called_strike,S,0.0,22,2,3,Bot,0,2,0,2,0
1248,777333,2025-06-28,2025,542303,666200,ATL,PHI,R,L,FF,4-Seam Fastball,0,called_strike,S,0.0,22,1,3,Bot,0,2,0,2,0
1418,777333,2025-06-28,2025,607208,680885,ATL,PHI,R,R,SL,Slider,strikeout,swinging_strike_blocked,S,0.0,21,4,3,Top,2,0,2,0,2
1448,777333,2025-06-28,2025,607208,680885,ATL,PHI,R,R,SL,Slider,0,ball,B,0.0,21,3,3,Top,2,0,2,0,2
1471,777333,2025-06-28,2025,607208,680885,ATL,PHI,R,R,SL,Slider,0,swinging_strike,S,0.0,21,2,3,Top,2,0,2,0,2
1513,777333,2025-06-28,2025,607208,680885,ATL,PHI,R,R,SI,Sinker,0,foul,S,69.2,21,1,3,Top,2,0,2,0,2
1558,777333,2025-06-28,2025,669016,680885,ATL,PHI,L,R,FF,4-Seam Fastball,field_out,hit_into_play,X,69.6,20,5,3,Top,1,0,2,0,2
1584,777333,2025-06-28,2025,669016,680885,ATL,PHI,L,R,CU,Curveball,0,ball,B,0.0,20,4,3,Top,1,0,2,0,2
1623,777333,2025-06-28,2025,669016,680885,ATL,PHI,L,R,FF,4-Seam Fastball,0,swinging_strike,S,0.0,20,3,3,Top,1,0,2,0,2
1658,777333,2025-06-28,2025,669016,680885,ATL,PHI,L,R,FC,Cutter,0,ball,B,0.0,20,2,3,Top,1,0,2,0,2
1699,777333,2025-06-28,2025,669016,680885,ATL,PHI,L,R,FF,4-Seam Fastball,0,foul,S,64.5,20,1,3,Top,1,0,2,0,2
1766,777333,2025-06-28,2025,805249,680885,ATL,PHI,R,R,CU,Curveball,strikeout,called_strike,S,0.0,19,4,3,Top,0,0,2,0,2
1781,777333,2025-06-28,2025,805249,680885,ATL,PHI,R,R,FS,Split-Finger,0,swinging_strike,S,0.0,19,3,3,Top,0,0,2,0,2
1823,777333,2025-06-28,2025,805249,680885,ATL,PHI,R,R,SI,Sinker,0,ball,B,0.0,19,2,3,Top,0,0,2,0,2
1870,777333,2025-06-28,2025,805249,680885,ATL,PHI,R,R,SI,Sinker,0,foul,S,78.0,19,1,3,Top,0,0,2,0,2
1254,777333,2025-06-28,2025,621566,666200,ATL,PHI,L,L,ST,Sweeper,field_out,hit_into_play,X,97.3,18,2,2,Bot,2,2,0,2,0
1315,777333,2025-06-28,2025,621566,666200,ATL,PHI,L,L,SL,Slider,0,foul,S,93.1,18,1,2,Bot,2,2,0,2,0
1350,777333,2025-06-28,2025,660670,666200,ATL,PHI,R,L,FF,4-Seam Fastball,walk,ball,B,0.0,17,5,2,Bot,2,2,0,2,0
1386,777333,2025-06-28,2025,660670,666200,ATL,PHI,R,L,FF,4-Seam Fastball,0,ball,B,0.0,17,4,2,Bot,2,2,0,2,0
1423,777333,2025-06-28,2025,660670,666200,ATL,PHI,R,L,ST,Sweeper,0,called_strike,S,0.0,17,3,2,Bot,2,2,0,2,0
1457,777333,2025-06-28,2025,660670,666200,ATL,PHI,R,L,ST,Sweeper,0,blocked_ball,B,0.0,17,2,2,Bot,2,2,0,2,0
1494,777333,2025-06-28,2025,660670,666200,ATL,PHI,R,L,ST,Sweeper,0,ball,B,0.0,17,1,2,Bot,2,2,0,2,0
1519,777333,2025-06-28,2025,669397,666200,ATL,PHI,R,L,SL,Slider,single,hit_into_play,X,99.5,16,6,2,Bot,1,1,0,2,0
1568,777333,2025-06-28,2025,669397,666200,ATL,PHI,R,L,FF,4-Seam Fastball,0,foul,S,68.4,16,5,2,Bot,1,1,0,1,0
1609,777333,2025-06-28,2025,669397,666200,ATL,PHI,R,L,FF,4-Seam Fastball,0,ball,B,0.0,16,4,2,Bot,1,1,0,1,0
1646,777333,2025-06-28,2025,669397,666200,ATL,PHI,R,L,CH,Changeup,0,ball,B,0.0,16,3,2,Bot,1,1,0,1,0
1679,777333,2025-06-28,2025,669397,666200,ATL,PHI,R,L,SL,Slider,0,blocked_ball,B,0.0,16,2,2,Bot,1,1,0,1,0
1726,777333,2025-06-28,2025,669397,666200,ATL,PHI,R,L,CH,Changeup,0,swinging_strike,S,0.0,16,1,2,Bot,1,1,0,1,0
1746,777333,2025-06-28,2025,656413,666200,ATL,PHI,R,L,SI,Sinker,double,hit_into_play,X,102.8,15,5,2,Bot,1,1,0,1,0
1807,777333,2025-06-28,2025,656413,666200,ATL,PHI,R,L,FF,4-Seam Fastball,0,ball,B,0.0,15,4,2,Bot,1,1,0,1,0
1850,777333,2025-06-28,2025,656413,666200,ATL,PHI,R,L,FF,4-Seam Fastball,0,ball,B,0.0,15,3,2,Bot,1,1,0,1,0
1899,777333,2025-06-28,2025,656413,666200,ATL,PHI,R,L,FF,4-Seam Fastball,0,called_strike,S,0.0,15,2,2,Bot,1,1,0,1,0
1948,777333,2025-06-28,2025,656413,666200,ATL,PHI,R,L,ST,Sweeper,0,ball,B,0.0,15,1,2,Bot,1,1,0,1,0
1996,777333,2025-06-28,2025,642201,666200,ATL,PHI,R,L,CH,Changeup,walk,ball,B,0.0,14,6,2,Bot,1,1,0,1,0
2049,777333,2025-06-28,2025,642201,666200,ATL,PHI,R,L,FF,4-Seam Fastball,0,ball,B,0.0,14,5,2,Bot,1,1,0,1,0
2104,777333,2025-06-28,2025,642201,666200,ATL,PHI,R,L,FF,4-Seam Fastball,0,ball,B,0.0,14,4,2,Bot,1,1,0,1,0
2155,777333,2025-06-28,2025,642201,666200,ATL,PHI,R,L,ST,Sweeper,0,foul,S,91.9,14,3,2,Bot,1,1,0,1,0
2214,777333,2025-06-28,2025,642201,666200,ATL,PHI,R,L,CH,Changeup,0,ball,B,0.0,14,2,2,Bot,1,1,0,1,0
2280,777333,2025-06-28,2025,642201,666200,ATL,PHI,R,L,FF,4-Seam Fastball,0,foul,S,86.3,14,1,2,Bot,1,1,0,1,0
2346,777333,2025-06-28,2025,669221,666200,ATL,PHI,R,L,FF,4-Seam Fastball,strikeout,foul_tip,S,0.0,13,7,2,Bot,0,1,0,1,0
2409,777333,2025-06-28,2025,669221,666200,ATL,PHI,R,L,ST,Sweeper,0,foul,S,65.4,13,6,2,Bot,0,1,0,1,0
2476,777333,2025-06-28,2025,669221,666200,ATL,PHI,R,L,ST,Sweeper,0,ball,B,0.0,13,5,2,Bot,0,1,0,1,0
2547,777333,2025-06-28,2025,669221,666200,ATL,PHI,R,L,ST,Sweeper,0,ball,B,0.0,13,4,2,Bot,0,1,0,1,0
2628,777333,2025-06-28,2025,669221,666200,ATL,PHI,R,L,SL,Slider,0,ball,B,0.0,13,3,2,Bot,0,1,0,1,0
2704,777333,2025-06-28,2025,669221,666200,ATL,PHI,R,L,FF,4-Seam Fastball,0,swinging_strike,S,0.0,13,2,2,Bot,0,1,0,1,0
2791,777333,2025-06-28,2025,669221,666200,ATL,PHI,R,L,SL,Slider,0,swinging_strike,S,0.0,13,1,2,Bot,0,1,0,1,0
1945,777333,2025-06-28,2025,681082,680885,ATL,PHI,L,R,CU,Curveball,strikeout,swinging_strike,S,0.0,12,5,2,Top,2,0,1,0,1
1966,777333,2025-06-28,2025,681082,680885,ATL,PHI,L,R,FF,4-Seam Fastball,0,called_strike,S,0.0,12,4,2,Top,2,0,1,0,1
2056,777333,2025-06-28,2025,681082,680885,ATL,PHI,L,R,FF,4-Seam Fastball,0,called_strike,S,0.0,12,3,2,Top,2,0,1,0,1
2071,777333,2025-06-28,2025,681082,680885,ATL,PHI,L,R,SI,Sinker,0,ball,B,0.0,12,2,2,Top,2,0,1,0,1
2122,777333,2025-06-28,2025,681082,680885,ATL,PHI,L,R,FF,4-Seam Fastball,0,ball,B,0.0,12,1,2,Top,2,0,1,0,1
2207,777333,2025-06-28,2025,592663,680885,ATL,PHI,R,R,SI,Sinker,field_out,hit_into_play,X,93.3,11,2,2,Top,1,0,1,0,1
2241,777333,2025-06-28,2025,592663,680885,ATL,PHI,R,R,SI,Sinker,0,foul,S,75.4,11,1,2,Top,1,0,1,0,1
2338,777333,2025-06-28,2025,596146,680885,ATL,PHI,L,R,FS,Split-Finger,strikeout,swinging_strike,S,0.0,10,4,2,Top,0,0,1,0,1
2364,777333,2025-06-28,2025,596146,680885,ATL,PHI,L,R,CU,Curveball,0,called_strike,S,0.0,10,3,2,Top,0,0,1,0,1
2432,777333,2025-06-28,2025,596146,680885,ATL,PHI,L,R,CU,Curveball,0,called_strike,S,0.0,10,2,2,Top,0,0,1,0,1
2502,777333,2025-06-28,2025,596146,680885,ATL,PHI,L,R,FF,4-Seam Fastball,0,ball,B,0.0,10,1,2,Top,0,0,1,0,1
2848,777333,2025-06-28,2025,645277,666200,ATL,PHI,R,L,CH,Changeup,grounded_into_double_play,hit_into_play,X,103.9,9,2,1,Bot,1,1,0,1,0
2985,777333,2025-06-28,2025,645277,666200,ATL,PHI,R,L,FF,4-Seam Fastball,0,swinging_strike,S,0.0,9,1,1,Bot,1,1,0,1,0
3047,777333,2025-06-28,2025,663586,666200,ATL,PHI,R,L,ST,Sweeper,single,hit_into_play,X,43.8,8,1,1,Bot,1,0,0,1,0
3215,777333,2025-06-28,2025,542303,666200,ATL,PHI,R,L,ST,Sweeper,strikeout,called_strike,S,0.0,7,7,1,Bot,0,0,0,0,0
3323,777333,2025-06-28,2025,542303,666200,ATL,PHI,R,L,SL,Slider,0,ball,B,0.0,7,6,1,Bot,0,0,0,0,0
3436,777333,2025-06-28,2025,542303,666200,ATL,PHI,R,L,CH,Changeup,0,ball,B,0.0,7,5,1,Bot,0,0,0,0,0
3553,777333,2025-06-28,2025,542303,666200,ATL,PHI,R,L,SL,Slider,0,foul,S,0.0,7,4,1,Bot,0,0,0,0,0
3674,777333,2025-06-28,2025,542303,666200,ATL,PHI,R,L,ST,Sweeper,0,foul,S,29.0,7,3,1,Bot,0,0,0,0,0
3789,777333,2025-06-28,2025,542303,666200,ATL,PHI,R,L,ST,Sweeper,0,blocked_ball,B,0.0,7,2,1,Bot,0,0,0,0,0
3915,777333,2025-06-28,2025,542303,666200,ATL,PHI,R,L,FF,4-Seam Fastball,0,foul,S,71.3,7,1,1,Bot,0,0,0,0,0
3992,777333,2025-06-28,2025,621566,666200,ATL,PHI,L,L,SI,Sinker,single,hit_into_play,X,86.5,6,2,1,Bot,0,0,0,0,0
4159,777333,2025-06-28,2025,621566,666200,ATL,PHI,L,L,FF,4-Seam Fastball,0,blocked_ball,B,0.0,6,1,1,Bot,0,0,0,0,0
4243,777333,2025-06-28,2025,660670,666200,ATL,PHI,R,L,FF,4-Seam Fastball,single,hit_into_play,X,69.9,5,2,1,Bot,0,0,0,0,0
4409,777333,2025-06-28,2025,660670,666200,ATL,PHI,R,L,FF,4-Seam Fastball,0,foul,S,73.1,5,1,1,Bot,0,0,0,0,0
2634,777333,2025-06-28,2025,592206,680885,ATL,PHI,R,R,FS,Split-Finger,strikeout,swinging_strike,S,0.0,4,5,1,Top,2,0,0,0,0
2657,777333,2025-06-28,2025,592206,680885,ATL,PHI,R,R,SI,Sinker,0,swinging_strike,S,0.0,4,4,1,Top,2,0,0,0,0
2740,777333,2025-06-28,2025,592206,680885,ATL,PHI,R,R,SL,Slider,0,blocked_ball,B,0.0,4,3,1,Top,2,0,0,0,0
2832,777333,2025-06-28,2025,592206,680885,ATL,PHI,R,R,FF,4-Seam Fastball,0,ball,B,0.0,4,2,1,Top,2,0,0,0,0
2930,777333,2025-06-28,2025,592206,680885,ATL,PHI,R,R,FF,4-Seam Fastball,0,called_strike,S,0.0,4,1,1,Top,2,0,0,0,0
3099,777333,2025-06-28,2025,664761,680885,ATL,PHI,R,R,SL,Slider,strikeout,called_strike,S,0.0,3,3,1,Top,1,0,0,0,0
3139,777333,2025-06-28,2025,664761,680885,ATL,PHI,R,R,SI,Sinker,0,called_strike,S,0.0,3,2,1,Top,1,0,0,0,0
3258,777333,2025-06-28,2025,664761,680885,ATL,PHI,R,R,FF,4-Seam Fastball,0,called_strike,S,0.0,3,1,1,Top,1,0,0,0,0
3410,777333,2025-06-28,2025,656941,680885,ATL,PHI,L,R,FF,4-Seam Fastball,double,hit_into_play,X,105.7,2,5,1,Top,1,0,0,0,0
3486,777333,2025-06-28,2025,656941,680885,ATL,PHI,L,R,FS,Split-Finger,0,swinging_strike,S,0.0,2,4,1,Top,1,0,0,0,0
3612,777333,2025-06-28,2025,656941,680885,ATL,PHI,L,R,SL,Slider,0,ball,B,0.0,2,3,1,Top,1,0,0,0,0
3727,777333,2025-06-28,2025,656941,680885,ATL,PHI,L,R,FC,Cutter,0,swinging_strike,S,0.0,2,2,1,Top,1,0,0,0,0
3849,777333,2025-06-28,2025,656941,680885,ATL,PHI,L,R,CU,Curveball,0,ball,B,0.0,2,1,1,Top,1,0,0,0,0
4014,777333,2025-06-28,2025,607208,680885,ATL,PHI,R,R,SI,Sinker,field_out,hit_into_play,X,70.5,1,4,1,Top,0,0,0,0,0
4089,777333,2025-06-28,2025,607208,680885,ATL,PHI,R,R,CU,Curveball,0,ball,B,0.0,1,3,1,Top,0,0,0,0,0
4215,777333,2025-06-28,2025,607208,680885,ATL,PHI,R,R,SL,Slider,0,foul,S,70.0,1,2,1,Top,0,0,0,0,0
4335,777333,2025-06-28,2025,607208,680885,ATL,PHI,R,R,FF,4-Seam Fastball,0,foul,S,0.0,1,1,1,Top,0,0,0,0,0
1275,777330,2025-06-28,2025,702616,697812,BAL,TB,L,L,SI,Sinker,strikeout,swinging_strike,S,0.0,81,6,9,Bot,2,3,11,3,11
1292,777330,2025-06-28,2025,702616,697812,BAL,TB,L,L,SL,Slider,0,blocked_ball,B,0.0,81,5,9,Bot,2,3,11,3,11
1324,777330,2025-06-28,2025,702616,697812,BAL,TB,L,L,FF,4-Seam Fastball,0,called_strike,S,0.0,81,4,9,Bot,2,3,11,3,11
1356,777330,2025-06-28,2025,702616,697812,BAL,TB,L,L,FF,4-Seam Fastball,0,ball,B,0.0,81,3,9,Bot,2,3,11,3,11
1390,777330,2025-06-28,2025,702616,697812,BAL,TB,L,L,SL,Slider,0,blocked_ball,B,0.0,81,2,9,Bot,2,3,11,3,11
1428,777330,2025-06-28,2025,702616,697812,BAL,TB,L,L,FF,4-Seam Fastball,0,called_strike,S,0.0,81,1,9,Bot,2,3,11,3,11
1488,777330,2025-06-28,2025,644433,697812,BAL,TB,R,L,FF,4-Seam Fastball,single,hit_into_play,X,105.1,80,1,9,Bot,2,3,11,3,11
1520,777330,2025-06-28,2025,656775,697812,BAL,TB,L,L,FF,4-Seam Fastball,strikeout,foul_tip,S,0.0,79,7,9,Bot,1,3,11,3,11
1550,777330,2025-06-28,2025,656775,697812,BAL,TB,L,L,FF,4-Seam Fastball,0,foul,S,78.8,79,6,9,Bot,1,3,11,3,11
1587,777330,2025-06-28,2025,656775,697812,BAL,TB,L,L,SL,Slider,0,ball,B,0.0,79,5,9,Bot,1,3,11,3,11
1626,777330,2025-06-28,2025,656775,697812,BAL,TB,L,L,FF,4-Seam Fastball,0,foul,S,70.4,79,4,9,Bot,1,3,11,3,11
1665,777330,2025-06-28,2025,656775,697812,BAL,TB,L,L,FF,4-Seam Fastball,0,called_strike,S,0.0,79,3,9,Bot,1,3,11,3,11
1693,777330,2025-06-28,2025,656775,697812,BAL,TB,L,L,SI,Sinker,0,ball,B,0.0,79,2,9,Bot,1,3,11,3,11
1748,777330,2025-06-28,2025,656775,697812,BAL,TB,L,L,SI,Sinker,0,ball,B,0.0,79,1,9,Bot,1,3,11,3,11
1804,777330,2025-06-28,2025,596142,697812,BAL,TB,R,L,SI,Sinker,force_out,hit_into_play,X,78.8,78,4,9,Bot,0,3,11,3,11
1814,777330,2025-06-28,2025,596142,697812,BAL,TB,R,L,SL,Slider,0,blocked_ball,B,0.0,78,3,9,Bot,0,3,11,3,11
1877,777330,2025-06-28,2025,596142,697812,BAL,TB,R,L,SI,Sinker,0,called_strike,S,0.0,78,2,9,Bot,0,3,11,3,11
1950,777330,2025-06-28,2025,596142,697812,BAL,TB,R,L,SI,Sinker,0,called_strike,S,0.0,78,1,9,Bot,0,3,11,3,11
1992,777330,2025-06-28,2025,681297,697812,BAL,TB,L,L,SI,Sinker,hit_by_pitch,hit_by_pitch,B,0.0,77,2,9,Bot,0,3,11,3,11
2007,777330,2025-06-28,2025,681297,697812,BAL,TB,L,L,SI,Sinker,0,ball,B,0.0,77,1,9,Bot,0,3,11,3,11
2100,777330,2025-06-28,2025,657656,697812,BAL,TB,R,L,SL,Slider,home_run,hit_into_play,X,107.2,76,2,9,Bot,0,1,11,3,11
2162,777330,2025-06-28,2025,657656,697812,BAL,TB,R,L,FF,4-Seam Fastball,0,called_strike,S,0.0,76,1,9,Bot,0,1,11,1,11
2212,777330,2025-06-28,2025,691723,697812,BAL,TB,R,L,SI,Sinker,single,hit_into_play,X,107.3,75,2,9,Bot,0,1,11,1,11
2249,777330,2025-06-28,2025,691723,697812,BAL,TB,R,L,SI,Sinker,0,ball,B,0.0,75,1,9,Bot,0,1,11,1,11
2849,777330,2025-06-28,2025,670764,676679,BAL,TB,R,R,EP,Eephus,force_out,hit_into_play,X,95.9,74,2,9,Top,2,11,1,11,1
2910,777330,2025-06-28,2025,670764,676679,BAL,TB,R,R,EP,Eephus,0,ball,B,0.0,74,1,9,Top,2,11,1,11,1
3052,777330,2025-06-28,2025,802415,676679,BAL,TB,L,R,EP,Eephus,single,hit_into_play,X,86.3,73,1,9,Top,2,11,1,11,1
3163,777330,2025-06-28,2025,663968,676679,BAL,TB,L,R,EP,Eephus,grounded_into_double_play,hit_into_play,X,91.5,72,1,9,Top,0,11,1,11,1
3285,777330,2025-06-28,2025,691406,676679,BAL,TB,R,R,EP,Eephus,single,hit_into_play,X,99.4,71,2,9,Top,0,11,1,11,1
3351,777330,2025-06-28,2025,691406,676679,BAL,TB,R,R,EP,Eephus,0,called_strike,S,0.0,71,1,9,Top,0,11,1,11,1
2316,777330,2025-06-28,2025,683002,697812,BAL,TB,L,L,SL,Slider,strikeout,swinging_strike,S,0.0,70,8,8,Bot,2,1,11,1,11
2378,777330,2025-06-28,2025,683002,697812,BAL,TB,L,L,SI,Sinker,0,ball,B,0.0,70,7,8,Bot,2,1,11,1,11
2446,777330,2025-06-28,2025,683002,697812,BAL,TB,L,L,FF,4-Seam Fastball,0,ball,B,0.0,70,6,8,Bot,2,1,11,1,11
2516,777330,2025-06-28,2025,683002,697812,BAL,TB,L,L,SL,Slider,0,foul,S,66.5,70,5,8,Bot,2,1,11,1,11
2592,777330,2025-06-28,2025,683002,697812,BAL,TB,L,L,SI,Sinker,0,foul,S,93.3,70,4,8,Bot,2,1,11,1,11
2668,777330,2025-06-28,2025,683002,697812,BAL,TB,L,L,SL,Slider,0,ball,B,0.0,70,3,8,Bot,2,1,11,1,11
2754,777330,2025-06-28,2025,683002,697812,BAL,TB,L,L,SI,Sinker,0,called_strike,S,0.0,70,2,8,Bot,2,1,11,1,11
2847,777330,2025-06-28,2025,683002,697812,BAL,TB,L,L,SL,Slider,0,called_strike,S,0.0,70,1,8,Bot,2,1,11,1,11
2995,777330,2025-06-28,2025,602104,697812,BAL,TB,R,L,SL,Slider,strikeout,swinging_strike,S,0.0,69,5,8,Bot,1,1,11,1,11
3050,777330,2025-06-28,2025,602104,697812,BAL,TB,R,L,SI,Sinker,0,foul,S,86.2,69,4,8,Bot,1,1,11,1,11
3160,777330,2025-06-28,2025,602104,697812,BAL,TB,R,L,FF,4-Seam Fastball,0,ball,B,0.0,69,3,8,Bot,1,1,11,1,11
3283,777330,2025-06-28,2025,602104,697812,BAL,TB,R,L,SI,Sinker,0,foul,S,76.2,69,2,8,Bot,1,1,11,1,11
3388,777330,2025-06-28,2025,602104,697812,BAL,TB,R,L,SI,Sinker,0,ball,B,0.0,69,1,8,Bot,1,1,11,1,11
3547,777330,2025-06-28,2025,702616,697812,BAL,TB,L,L,FF,4-Seam Fastball,single,hit_into_play,X,94.0,68,3,8,Bot,1,1,11,1,11
3632,777330,2025-06-28,2025,702616,697812,BAL,TB,L,L,SI,Sinker,0,called_strike,S,0.0,68,2,8,Bot,1,1,11,1,11
3747,777330,2025-06-28,2025,702616,697812,BAL,TB,L,L,SI,Sinker,0,ball,B,0.0,68,1,8,Bot,1,1,11,1,11
3906,777330,2025-06-28,2025,644433,697812,BAL,TB,R,L,SI,Sinker,field_error,hit_into_play,X,70.3,67,4,8,Bot,1,1,11,1,11
3995,777330,2025-06-28,2025,644433,697812,BAL,TB,R,L,SL,Slider,0,called_strike,S,0.0,67,3,8,Bot,1,1,11,1,11
4115,777330,2025-06-28,2025,644433,697812,BAL,TB,R,L,FF,4-Seam Fastball,0,called_strike,S,0.0,67,2,8,Bot,1,1,11,1,11
4238,777330,2025-06-28,2025,644433,697812,BAL,TB,R,L,SI,Sinker,0,ball,B,0.0,67,1,8,Bot,1,1,11,1,11
4399,777330,2025-06-28,2025,656775,697812,BAL,TB,L,L,SI,Sinker,field_out,hit_into_play,X,102.4,66,1,8,Bot,0,1,11,1,11
3507,777330,2025-06-28,2025,666018,676679,BAL,TB,L,R,EP,Eephus,grounded_into_double_play,hit_into_play,X,77.4,65,4,8,Top,1,11,1,11,1
3585,777330,2025-06-28,2025,666018,676679,BAL,TB,L,R,EP,Eephus,0,swinging_strike,S,0.0,65,3,8,Top,1,11,1,11,1
3702,777330,2025-06-28,2025,666018,676679,BAL,TB,L,R,EP,Eephus,0,called_strike,S,0.0,65,2,8,Top,1,11,1,11,1
3823,777330,2025-06-28,2025,666018,676679,BAL,TB,L,R,EP,Eephus,0,ball,B,0.0,65,1,8,Top,1,11,1,11,1
3998,777330,2025-06-28,2025,650490,676679,BAL,TB,R,R,EP,Eephus,single,hit_into_play,X,103.7,64,3,8,Top,1,11,1,11,1
4069,777330,2025-06-28,2025,650490,676679,BAL,TB,R,R,EP,Eephus,0,called_strike,S,0.0,64,2,8,Top,1,11,1,11,1
4191,777330,2025-06-28,2025,650490,676679,BAL,TB,R,R,EP,Eephus,0,ball,B,0.0,64,1,8,Top,1,11,1,11,1
4361,777330,2025-06-28,2025,666624,676679,BAL,TB,R,R,EP,Eephus,field_out,hit_into_play,X,95.4,63,1,8,Top,0,11,1,11,1
67,777330,2025-06-28,2025,596142,641793,BAL,TB,R,R,FS,Split-Finger,field_out,hit_into_play,X,93.6,62,2,7,Bot,2,1,11,1,11
79,777330,2025-06-28,2025,596142,641793,BAL,TB,R,R,ST,Sweeper,0,called_strike,S,0.0,62,1,7,Bot,2,1,11,1,11
86,777330,2025-06-28,2025,681297,641793,BAL,TB,L,R,FS,Split-Finger,field_out,hit_into_play,X,84.3,61,2,7,Bot,1,1,11,1,11
101,777330,2025-06-28,2025,681297,641793,BAL,TB,L,R,SI,Sinker,0,called_strike,S,0.0,61,1,7,Bot,1,1,11,1,11
127,777330,2025-06-28,2025,657656,641793,BAL,TB,R,R,SL,Slider,strikeout,swinging_strike,S,0.0,60,6,7,Bot,0,1,11,1,11
136,777330,2025-06-28,2025,657656,641793,BAL,TB,R,R,SI,Sinker,0,ball,B,0.0,60,5,7,Bot,0,1,11,1,11
151,777330,2025-06-28,2025,657656,641793,BAL,TB,R,R,SL,Slider,0,ball,B,0.0,60,4,7,Bot,0,1,11,1,11
174,777330,2025-06-28,2025,657656,641793,BAL,TB,R,R,FF,4-Seam Fastball,0,called_strike,S,0.0,60,3,7,Bot,0,1,11,1,11
193,777330,2025-06-28,2025,657656,641793,BAL,TB,R,R,SL,Slider,0,ball,B,0.0,60,2,7,Bot,0,1,11,1,11
218,777330,2025-06-28,2025,657656,641793,BAL,TB,R,R,SL,Slider,0,swinging_strike,S,0.0,60,1,7,Bot,0,1,11,1,11
2051,777330,2025-06-28,2025,678554,552640,BAL,TB,R,R,FF,4-Seam Fastball,strikeout,swinging_strike,S,0.0,59,4,7,Top,2,11,1,11,1
2086,777330,2025-06-28,2025,678554,552640,BAL,TB,R,R,SI,Sinker,0,swinging_strike,S,0.0,59,3,7,Top,2,11,1,11,1
2111,777330,2025-06-28,2025,678554,552640,BAL,TB,R,R,SL,Slider,0,called_strike,S,0.0,59,2,7,Top,2,11,1,11,1
2166,777330,2025-06-28,2025,678554,552640,BAL,TB,R,R,SI,Sinker,0,ball,B,0.0,59,1,7,Top,2,11,1,11,1
2261,777330,2025-06-28,2025,642136,552640,BAL,TB,L,R,SL,Slider,triple,hit_into_play,X,102.6,58,5,7,Top,2,9,1,11,1
2345,777330,2025-06-28,2025,642136,552640,BAL,TB,L,R,FF,4-Seam Fastball,0,swinging_strike,S,0.0,58,4,7,Top,2,9,1,9,1
2349,777330,2025-06-28,2025,642136,552640,BAL,TB,L,R,SI,Sinker,0,swinging_strike,S,0.0,58,3,7,Top,2,9,1,9,1
2428,777330,2025-06-28,2025,642136,552640,BAL,TB,L,R,SL,Slider,0,ball,B,0.0,58,2,7,Top,2,9,1,9,1
2485,777330,2025-06-28,2025,642136,552640,BAL,TB,L,R,SL,Slider,0,ball,B,0.0,58,1,7,Top,2,9,1,9,1
2611,777330,2025-06-28,2025,670764,552640,BAL,TB,L,R,SI,Sinker,force_out,hit_into_play,X,77.7,57,3,7,Top,1,9,1,9,1
2638,777330,2025-06-28,2025,670764,552640,BAL,TB,L,R,SL,Slider,0,ball,B,0.0,57,2,7,Top,1,9,1,9,1
2720,777330,2025-06-28,2025,670764,552640,BAL,TB,L,R,SL,Slider,0,ball,B,0.0,57,1,7,Top,1,9,1,9,1
2870,777330,2025-06-28,2025,802415,552640,BAL,TB,L,R,SL,Slider,single,hit_into_play,X,78.6,56,3,7,Top,1,9,1,9,1
2902,777330,2025-06-28,2025,802415,552640,BAL,TB,L,R,SI,Sinker,0,called_strike,S,0.0,56,2,7,Top,1,9,1,9,1
3003,777330,2025-06-28,2025,802415,552640,BAL,TB,L,R,SI,Sinker,0,swinging_strike,S,0.0,56,1,7,Top,1,9,1,9,1
3177,777330,2025-06-28,2025,663968,552640,BAL,TB,L,R,FF,4-Seam Fastball,single,hit_into_play,X,89.7,55,5,7,Top,1,9,1,9,1
3223,777330,2025-06-28,2025,663968,552640,BAL,TB,L,R,SL,Slider,0,foul,S,69.1,55,4,7,Top,1,9,1,9,1
